A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
0.01	0.113	0.308	0.194	0	0	0	0.99026	0.9668	0.9822	0	0	0	116939	Pnpla3	chr15
6.2	0.285	0.072	-0.213	0	0	0	0.99954	0.99995	0.99985	0	0	0	68653	Samm50	chr15
-1.21	2.47	1.597	-0.873	1.69	0.74	0	0.06679	0.24692	0.58894	0	0	0	170736	Parvb	chr15
1.87	-0.174	-2.428	-2.253	0	-4.87	-4.22	0.98423	0.00063	0.00148	0	-1	0	223732	Ldoc1l	chr15
2.66	-2.283	-0.806	1.477	-5.42	0	2.17	0.00032	0.77008	0.031	-1	0	0	109270	Prr5	chr15
3.71	-3.255	-2.495	0.76	-11.56	-7.58	0	0	0.00003	0.91389	-1	-1	0	73167	Arhgap8	chr15
-0.67	-0.031	-1.81	-1.779	0	-2.31	-2.24	0.99588	0.02487	0.02803	0	0	0	271305	Phf21b	chr15
6.49	-0.41	-0.18	0.23	0	0	0	0.99892	0.99987	0.99988	0	0	0	18141	Nup50	chr15
6.39	-0.506	-1.042	-0.536	0	-0.36	0	0.99873	0.36254	0.99876	0	0	0	223739	5031439G07Rik	chr15
2.99	-6.109	-6.249	-0.14	-6.92	-7.12	0	0.00007	0.00006	0.98115	-1	-1	0	22270	Upk3a	chr15
3.34	3.059	1.979	-1.08	5.33	2.89	-0.21	0.00036	0.01023	0.4211	1	1	0	73225	Fam118a	chr15
3.8	3.781	5.206	1.425	6.5	8.99	0.89	0.0001	0.00001	0.19972	1	1	0	14114	Fbln1	chr15
6.43	0.184	-0.455	-0.639	0	0	0	0.99992	0.99889	0.99312	0	0	0	54138	Atxn10	chr15
4.96	-2.66	-4.261	-1.602	-8.27	-16.38	-3.59	0.00002	0	0.00356	-1	-1	0	22422	Wnt7b	chr15
-0.14	-3.783	-4.685	-0.902	-6.65	-9	0	0.00008	0.00001	0.63332	-1	-1	0	105975	AU022754	chr15
0.6	1.984	2.588	0.604	1.97	3.14	0	0.04217	0.00698	0.76598	0	1	0	19013	Ppara	chr15
1.97	0.463	0.21	-0.253	0	0	0	0.95032	0.99048	0.98611	0	0	0	72355	Cdpf1	chr15
4.21	-0.516	-1.258	-0.742	0	-1.44	0	0.98398	0.09435	0.91432	0	0	0	239570	Ttc38	chr15
1.68	2.835	2.336	-0.499	4.91	3.93	0	0.0006	0.00219	0.88442	1	1	0	29870	Gtse1	chr15
2.61	-0.432	-0.73	-0.297	0	0	0	0.99511	0.93273	0.99897	0	0	0	72026	Trmu	chr15
5.05	3.77	0.92	-2.85	10.37	0	-7.31	0	0.63321	0.00004	1	0	-1	12614	Celsr1	chr15
5.37	-2.18	-2.089	0.091	-6.51	-6.02	0	0.0001	0.00016	0.99981	-1	-1	0	223752	Gramd4	chr15
3.64	-0.095	-2.029	-1.934	0	-3.88	-3.54	0.99539	0.00235	0.00382	0	-1	0	223753	Cerk	chr15
5.45	-0.492	-0.432	0.06	0	0	0	0.99726	0.99855	0.99998	0	0	0	223754	Tbc1d22a	chr15
-1.36	5.717	5.845	0.128	5.28	5.65	0	0.00041	0.00027	0.94158	1	1	0	106014	Fam19a5	chr15
7.34	-0.4	0.028	0.428	0	0	0	0.99935	0.99999	0.99946	0	0	0	223770	Brd1	chr15
2.62	-1.417	-1.169	0.248	-1.39	-0.56	0	0.1017	0.2944	0.98792	0	0	0	223773	Zbed4	chr15
3.28	0.387	-0.293	-0.68	0	0	0	0.99794	0.99939	0.96911	0	0	0	223774	Alg12	chr15
5.38	-0.239	-0.119	0.12	0	0	0	0.99891	0.99964	0.99974	0	0	0	76737	Creld2	chr15
7.24	-0.761	-0.678	0.083	0	0	0	0.81	0.87627	0.99842	0	0	0	223775	Pim3	chr15
3.03	0.224	-0.426	-0.65	0	0	0	0.99665	0.98864	0.93634	0	0	0	667558	Gm8702	NA
0.07	2.609	0.97	-1.64	3.45	0	-1.38	0.00439	0.53095	0.10301	1	0	0	406218	Panx2	chr15
5.46	-1.41	-1.469	-0.06	-3.37	-3.87	0	0.00496	0.00241	0.99999	-1	-1	0	67976	Trabd	chr15
3.14	-0.066	-0.353	-0.287	0	0	0	0.99982	0.99774	0.9988	0	0	0	223776	Selo	chr15
4.53	-0.24	-0.07	0.17	0	0	0	0.99987	0.99998	0.99995	0	0	0	328580	Tubgcp6	chr15
3.77	-1.177	-1.165	0.013	-1.12	-1.05	0	0.14796	0.16199	0.99999	0	0	0	170787	Hdac10	chr15
2.55	-3	-4.372	-1.372	-7.87	-13.67	-2.07	0.00003	0	0.03605	-1	-1	0	29857	Mapk12	chr15
1.24	-1.528	-2.143	-0.615	-2.36	-5.33	0	0.02292	0.00036	0.96143	0	-1	0	19094	Mapk11	chr15
8.44	-0.189	-0.785	-0.596	0	0	0	0.9998	0.91496	0.99239	0	0	0	140570	Plxnb2	chr15
3.74	-0.155	-0.107	0.048	0	0	0	0.99852	0.99916	0.9997	0	0	0	69440	Dennd6b	chr15
4.51	-0.317	-0.559	-0.242	0	0	0	0.99966	0.99614	0.99989	0	0	0	71474	Ppp6r2	chr15
6.71	-0.29	-0.011	0.279	0	0	0	0.99974	1	0.99985	0	0	0	77980	Sbf1	chr15
-1.11	-3.174	-1.826	1.348	-3.85	-1.41	0.7	0.00249	0.09868	0.2529	-1	0	0	223780	Adm2	chr15
5.63	0.568	0.579	0.011	0	0	0	0.99606	0.99563	1	0	0	0	105847	Lmf2	chr15
6.39	0.112	-0.056	-0.169	0	0	0	0.99998	0.99999	0.99998	0	0	0	52683	Ncaph2	chr15
4.62	-0.65	-0.146	0.504	0	0	0	0.99261	0.99997	0.99911	0	0	0	11883	Arsa	chr15
1.37	2.457	1.945	-0.513	1.94	1.34	0	0.04505	0.1107	0.76988	0	0	0	58234	Shank3	chr15
3.23	0.713	0.683	-0.03	0	0	0	0.95741	0.97186	0.99997	0	0	0	68708	Rabl2	chr15
2.04	-0.203	-0.142	0.061	0	0	0	0.99878	0.99937	0.99978	0	0	0	100502796	Gm19378	NA
5.59	0.27	0.052	-0.218	0	0	0	0.99986	0.99999	0.99994	0	0	0	380959	Alg10b	chr15
4.31	4.658	4.342	-0.315	21.36	20.66	0	0	0	0.99788	1	1	0	66871	Cpne8	chr15
5.66	-0.498	0.506	1.004	0	0	0.02	0.95833	0.95467	0.49418	0	0	0	16564	Kif21a	chr15
-0.21	4.565	6.135	1.57	5.91	7.74	0.78	0.00019	0.00003	0.23235	1	1	0	26874	Abcd2	chr15
0.13	4.761	5.794	1.033	12.42	14.88	0.09	0	0	0.4645	1	1	0	239606	Slc2a13	chr15
1.29	4.526	5.377	0.851	8.32	10.13	0	0.00002	0	0.61919	1	1	0	66725	Lrrk2	chr15
2.12	2.253	1.978	-0.275	2.27	1.91	0	0.02681	0.0468	0.90769	0	0	0	12805	Cntn1	chr15
5.85	-0.755	0.027	0.783	0	0	0	0.8814	0.99985	0.86886	0	0	0	223827	Gxylt1	chr15
4.26	1.183	1.341	0.158	1.13	2.13	0	0.14524	0.03277	0.99964	0	0	0	67057	Yaf2	chr15
3.87	0.453	0.424	-0.028	0	0	0	0.99877	0.9992	0.99999	0	0	0	67197	Zcrb1	chr15
4.9	1.171	1.02	-0.15	1.48	0.18	0	0.08931	0.43129	0.99997	0	0	0	223828	Pphln1	chr15
3.6	1.539	2.479	0.939	2.27	5.92	0	0.02649	0.00018	0.59178	0	1	0	106042	Prickle1	chr15
-0.38	8.118	8.379	0.26	12.39	13.19	0	0	0	0.89951	1	1	0	223838	Adamts20	chr15
2.55	0.658	0.631	-0.027	0	0	0	0.95248	0.96551	0.9999	0	0	0	78895	Pus7l	chr15
3.46	-0.262	-0.9	-0.639	0	0	0	0.99935	0.74345	0.98265	0	0	0	266632	Irak4	chr15
6.66	0.107	0.031	-0.075	0	0	0	0.99973	0.99993	0.99989	0	0	0	19230	Twf1	chr15
0.91	-0.778	0.691	1.47	0	0	1.5	0.7626	0.81202	0.08591	0	0	0	320709	Tmem117	chr15
1.15	-1.702	-2.664	-0.962	-1.87	-4.68	0	0.04937	0.0008	0.54816	0	-1	0	791370	A130051J06Rik	NA
8	0.29	-0.285	-0.574	0	0	0	0.9994	0.99938	0.99337	0	0	0	105722	Ano6	chr15
0.92	-1.831	-1.008	0.823	-2.48	-0.02	0	0.01913	0.49154	0.71327	0	0	0	319722	E330033B04Rik	chr15
7.09	-0.058	-0.122	-0.064	0	0	0	0.99999	0.99999	1	0	0	0	77044	Arid2	chr15
7.31	0.044	0.1	0.056	0	0	0	0.99997	0.99991	0.99997	0	0	0	72193	Scaf11	chr15
5.75	-0.326	-2.11	-1.785	0	-4.15	-3.09	0.98138	0.00162	0.00744	0	-1	0	105727	Slc38a1	chr15
9.57	-0.198	0.373	0.571	0	0	0	0.99904	0.99604	0.98493	0	0	0	67760	Slc38a2	chr15
0.34	4.321	5.55	1.229	5.72	6.86	0.32	0.00023	0.00007	0.38578	1	1	0	69354	Slc38a4	chr15
3.03	-3.84	-1.315	2.525	-11.74	-1.22	7.13	0	0.12921	0.00005	-1	0	1	105827	Amigo2	chr15
2.46	-3.033	-3.187	-0.154	-8.77	-9.55	0	0.00001	0.00001	0.99938	-1	-1	0	239647	Pced1b	chr15
4.4	-1.998	-0.311	1.687	-3.26	0	2.35	0.00578	0.9704	0.02332	-1	0	0	71919	Rpap3	chr15
-0.09	2.545	0.675	-1.871	3.64	0	-2.1	0.00335	0.81238	0.03475	1	0	0	19011	Endou	chr15
2.16	0.592	1.469	0.877	0	1.69	0	0.91601	0.06534	0.66228	0	0	0	223864	Rapgef3	chr15
5.68	-0.688	-0.764	-0.076	0	0	0	0.96307	0.92127	0.99994	0	0	0	67739	Slc48a1	chr15
4.92	-0.186	-0.835	-0.649	0	0	0	0.99993	0.89905	0.9926	0	0	0	56233	Hdac7	chr15
7.71	-0.596	0.644	1.24	0	0	1.23	0.95223	0.93445	0.12777	0	0	0	22337	Vdr	chr15
4.87	-1.072	-1.215	-0.144	-0.64	-1.95	0	0.2696	0.04392	0.99998	0	0	0	380967	Tmem106c	chr15
-0.24	2.937	5.141	2.204	5.38	9.4	2.62	0.00034	0.00001	0.01539	1	1	0	12824	Col2a1	chr15
5.54	-0.022	0.006	0.028	0	0	0	0.99999	1	0.99999	0	0	0	223870	Senp1	chr15
5.23	0.637	0.511	-0.125	0	0	0	0.9865	0.99687	0.99994	0	0	0	18642	Pfkm	chr15
3.22	-1.434	-1.709	-0.275	-2.92	-4.89	0	0.00966	0.00061	0.99972	-1	-1	0	78541	Asb8	chr15
1.16	-1.938	0.294	2.231	-3.39	0	4.39	0.00477	0.97526	0.00118	-1	0	1	239652	Zfp641	chr15
6.51	-7.983	-4.225	3.759	-14.44	-6.89	6.85	0	0.00007	0.00007	-1	-1	1	16770	Lalba	chr15
3.96	0.225	0.483	0.257	0	0	0	0.99981	0.99773	0.99977	0	0	0	69612	Kansl2	chr15
2.44	-0.466	0.429	0.896	0	0	0	0.95746	0.96217	0.64512	0	0	0	100503377	NA	NA
5.52	-0.362	-0.077	0.286	0	0	0	0.99739	0.99982	0.99902	0	0	0	12455	Ccnt1	chr15
2	-0.074	0.54	0.614	0	0	0	0.99964	0.97839	0.9623	0	0	0	100048895	9330020H09Rik	chr15
-0.74	-2.562	-2.212	0.35	-4.12	-3.2	0	0.00171	0.00634	0.96378	-1	-1	0	73863	4930415O20Rik	chr15
6.92	-1.027	-0.446	0.581	-0.15	0	0	0.44186	0.99282	0.98231	0	0	0	11512	Adcy6	chr15
5.87	-0.044	-0.91	-0.866	0	0	0	0.99988	0.69533	0.78671	0	0	0	12297	Cacnb3	chr15
6.69	-0.225	-0.154	0.072	0	0	0	0.99996	0.99998	1	0	0	0	74351	Ddx23	chr15
4.37	-1.356	-0.475	0.881	-0.87	0	0	0.20387	0.88391	0.61808	0	0	0	223881	Rnd1	chr15
0.56	1.89	0.958	-0.933	2.32	0	0	0.02449	0.54884	0.56816	0	0	0	105833	Ccdc65	chr15
3.93	-0.83	-0.214	0.616	0	0	0	0.77147	0.99655	0.94773	0	0	0	66120	Fkbp11	chr15
8.16	-0.292	-0.646	-0.354	0	0	0	0.99984	0.99104	0.99981	0	0	0	11842	Arf3	chr15
-0.2	-1.767	-0.574	1.193	-1.74	0	0.47	0.06057	0.81474	0.32559	0	0	0	100049164	B130046B21Rik	NA
4.26	-0.041	-0.077	-0.035	0	0	0	0.99997	0.99995	0.99998	0	0	0	19082	Prkag1	chr15
8.23	-0.251	-0.183	0.069	0	0	0	0.99976	0.99987	0.99998	0	0	0	381022	Kmt2d	chr15
0.9	0.668	-0.057	-0.725	0	0	0	0.85454	0.99814	0.81862	0	0	0	69159	Rhebl1	chr15
4.76	-0.327	-0.028	0.299	0	0	0	0.9944	0.99978	0.99647	0	0	0	74775	Lmbr1l	chr15
3.4	0.102	0.6	0.498	0	0	0	0.99939	0.96258	0.98407	0	0	0	22143	Tuba1b	chr15
3.05	1.991	0.969	-1.022	4.62	0	-0.1	0.00087	0.56183	0.46034	1	0	0	22142	Tuba1a	chr15
4.26	0.126	0.59	0.465	0	0	0	0.99982	0.98589	0.99638	0	0	0	22146	Tuba1c	chr15
0.58	3.087	3.022	-0.065	5.59	5.67	0	0.00027	0.00024	0.99011	1	1	0	78733	Troap	chr15
0.37	-1.05	-2.702	-1.652	-0.18	-6.5	-2.72	0.43274	0.0001	0.01326	0	-1	0	72778	Dnajc22	chr15
5.24	1.259	0.818	-0.441	1.41	0	0	0.09826	0.82951	0.99351	0	0	0	72572	Spats2	chr15
-0.51	1.538	-0.63	-2.168	1.21	0	-2.77	0.13095	0.82494	0.01228	0	0	0	16512	Kcnh3	chr15
3.37	-0.677	-0.782	-0.105	0	0	0	0.9766	0.92795	0.99995	0	0	0	51812	Mcrs1	chr15
5.81	-0.692	-0.382	0.31	0	0	0	0.95845	0.99794	0.99928	0	0	0	54614	Prpf40b	chr15
5.29	-0.541	0.14	0.681	0	0	0	0.99435	0.99987	0.97816	0	0	0	22379	Fmnl3	chr15
9.4	-1.173	-1.033	0.14	-1.47	-0.28	0	0.09053	0.39277	0.99998	0	0	0	110213	Tmbim6	chr15
5.12	3.554	3.266	-0.288	12.15	11.18	0	0	0	0.99587	1	1	0	380969	Nckap5l	chr15
1.12	-0.131	-0.806	-0.675	0	0	0	0.99809	0.80882	0.92013	0	0	0	75284	Bcdin3d	chr15
1.61	-3.283	-3.941	-0.658	-9.48	-12.46	0	0.00001	0	0.96004	-1	-1	0	72393	Faim2	chr15
5.1	-5.491	-6.605	-1.114	-17.65	-21.96	-0.64	0	0	0.26947	-1	-1	0	11830	Aqp5	chr15
4.15	2.372	2.4	0.028	6.54	6.8	0	0.00009	0.00007	0.99974	1	1	0	26934	Racgap1	chr15
2.43	-2.466	-0.991	1.474	-7.67	0	2.72	0.00003	0.51642	0.01321	-1	0	0	11419	Asic1	chr15
4.97	0.23	0.088	-0.142	0	0	0	0.99325	0.99817	0.99727	0	0	0	83797	Smarcd1	chr15
5	-4.538	-3.974	0.564	-23.98	-20.16	0	0	0	0.99699	-1	-1	0	14555	Gpd1	chr15
4.46	-0.073	-0.588	-0.515	0	0	0	0.99995	0.99204	0.99696	0	0	0	66379	Cox14	chr15
5.83	0.125	-0.502	-0.626	0	0	0	0.99985	0.99527	0.98622	0	0	0	71949	Cers5	chr15
8.46	1.146	2.074	0.928	0.75	5.59	0	0.23652	0.00026	0.65701	0	1	0	65970	Lima1	chr15
4.43	0.301	-0.081	-0.382	0	0	0	0.99912	0.99991	0.9986	0	0	0	100042918	Gm9763	NA
7.05	0.057	0.413	0.356	0	0	0	0.99909	0.98193	0.99138	0	0	0	207214	Larp4	chr15
6.49	0.273	0.029	-0.243	0	0	0	0.99987	0.99999	0.99994	0	0	0	239667	Dip2b	chr15
5.41	0.324	0.521	0.198	0	0	0	0.99872	0.99223	0.99969	0	0	0	11908	Atf1	chr15
3.75	0.437	-1.296	-1.734	0	-1.1	-2.66	0.95264	0.15149	0.01454	0	0	0	70152	Mettl7a1	chr15
5.58	-0.914	-0.295	0.619	0	0	0	0.68745	0.99843	0.9782	0	0	0	18174	Slc11a2	chr15
4.34	0.319	0.158	-0.161	0	0	0	0.99849	0.99968	0.9997	0	0	0	68614	Letmd1	chr15
3.59	0.663	0.808	0.145	0	0	0	0.89455	0.77287	0.99656	0	0	0	207785	Csrnp2	chr15
3.8	0.31	-0.318	-0.628	0	0	0	0.99906	0.99925	0.98355	0	0	0	21422	Tfcp2	chr15
4.56	-0.364	-0.486	-0.122	0	0	0	0.99506	0.98765	0.99954	0	0	0	19009	Pou6f1	chr15
7.86	-0.816	-0.903	-0.087	0	0	0	0.9227	0.78292	0.99999	0	0	0	23994	Dazap2	chr15
3.99	-3.561	-3.85	-0.289	-13.46	-15.09	0	0	0	0.99943	-1	-1	0	207818	Smagp	chr15
-1.43	5.492	2.99	-2.501	6.2	3.8	-2.05	0.00014	0.00269	0.03791	1	1	0	207839	Galnt6	chr15
-1.95	5.271	3.001	-2.27	8.66	4.61	-2.49	0.00001	0.00089	0.01908	1	1	0	59033	Slc4a8	chr15
2.99	-1.501	-1.195	0.306	-2.36	-0.92	0	0.02296	0.1918	0.99665	0	0	0	668225	Fignl2	chr15
4.64	-1.393	-0.256	1.137	-1.88	0	0.69	0.04855	0.99593	0.25538	0	0	0	11482	Acvrl1	chr15
5.5	0.891	0.374	-0.517	0	0	0	0.76906	0.99903	0.99669	0	0	0	11479	Acvr1b	chr15
3.41	1.183	2.161	0.979	0.66	3.96	0	0.26418	0.00212	0.52789	0	1	0	56149	Grasp	chr15
9.28	0.308	0.913	0.604	0	0	0	0.91239	0.56947	0.79879	0	0	0	15370	Nr4a1	chr15
4.47	0.161	0.466	0.305	0	0	0	0.99902	0.98864	0.99728	0	0	0	68118	Atg101	chr15
4.89	-0.845	-0.297	0.548	0	0	0	0.7353	0.9913	0.9615	0	0	0	74127	Krt80	chr15
7.2	-4.117	-5.83	-1.713	-12.33	-18.54	-3.03	0	0	0.00825	-1	-1	0	110310	Krt7	chr15
2.74	-3.678	-4.877	-1.199	-6.74	-9.95	-0.75	0.00008	0	0.23758	-1	-1	0	406219	Krt83	chr15
-1.02	2.36	0.119	-2.242	2.25	0	-2.13	0.02753	0.97098	0.03345	0	0	0	100126226	5430421N21Rik	chr15
-1.01	6.651	5.371	-1.28	6.47	6.46	-0.31	0.00011	0.00011	0.40145	1	1	0	239673	4732456N10Rik	chr15
-0.94	7.032	3.322	-3.71	7.79	3.65	-3.39	0.00003	0.00334	0.00498	1	1	0	109052	Krt75	chr15
2.7	3.944	2.022	-1.922	8.5	3.77	-2.68	0.00001	0.00275	0.01416	1	1	0	432987	Gm5478	chr15
3.15	-1.652	-3.536	-1.883	-1.86	-7.73	-3.07	0.05012	0.00003	0.00776	0	-1	0	16688	Krt6b	chr15
6.97	-1.281	-3.2	-1.919	-0.97	-7.42	-3.33	0.18015	0.00004	0.00525	0	-1	0	16687	Krt6a	chr15
6.62	8.612	7.242	-1.37	9.21	8.12	-0.49	0.00001	0.00002	0.3266	1	1	0	110308	Krt5	chr15
0.12	7.621	2.504	-5.117	9.11	3.04	-5.74	0.00001	0.00814	0.00024	1	1	-1	56735	Krt71	chr15
-0.87	6.12	2.845	-3.276	6	2.67	-2.61	0.00018	0.01461	0.01629	1	0	0	223915	Krt73	chr15
-0.46	1.482	-3.012	-4.494	0.55	-2.64	-4.73	0.31091	0.0154	0.00079	0	0	-1	16678	Krt1	chr15
-0.6	-2.215	-5.93	-3.716	-1.67	-7.23	-5.56	0.0682	0.00005	0.00028	0	-1	-1	406220	Krt77	chr15
3.63	-1.357	-3.251	-1.894	-0.99	-6.68	-2.93	0.17498	0.00008	0.00963	0	-1	0	16682	Krt4	chr15
1.9	1.94	0.681	-1.259	1.59	0	-0.45	0.07638	0.72967	0.3363	0	0	0	223917	Krt79	chr15
1.38	-3.327	-4.966	-1.639	-4.33	-7.66	-1.74	0.00129	0.00003	0.06015	-1	-1	0	332131	Krt78	chr15
10.79	-3.542	-3.627	-0.085	-14.24	-14.58	0	0	0	0.99972	-1	-1	0	16691	Krt8	chr15
9.96	-5.108	-5.067	0.04	-17.61	-17.31	0	0	0	0.99936	-1	-1	0	16668	Krt18	chr15
9.29	-0.339	-0.109	0.23	0	0	0	0.99909	0.99989	0.9998	0	0	0	75705	Eif4b	chr15
5.36	0.425	0.364	-0.061	0	0	0	0.98242	0.98893	0.99936	0	0	0	209039	Tns2	chr15
4.96	-0.772	-1.073	-0.301	0	-0.39	0	0.86709	0.35388	0.99793	0	0	0	223918	Spryd3	chr15
2.89	-0.509	1.326	1.836	0	0.69	1.82	0.85796	0.25668	0.05333	0	0	0	16012	Igfbp6	chr15
-0.84	-2.937	-0.112	2.825	-4.25	0	4.03	0.00142	0.96965	0.00192	-1	0	0	223920	Soat2	chr15
6.18	0.948	0.532	-0.416	0	0	0	0.68028	0.99885	0.99981	0	0	0	246277	Csad	chr15
6.45	0.282	0.106	-0.176	0	0	0	0.99978	0.99996	0.99995	0	0	0	68744	Zfp740	chr15
-0.06	0.702	2.076	1.374	0	3.34	1.13	0.82633	0.00518	0.14532	0	1	0	16421	Itgb7	chr15
6.21	0.418	-0.083	-0.5	0	0	0	0.99185	0.99955	0.98816	0	0	0	19411	Rarg	chr15
4.69	-0.517	-0.691	-0.174	0	0	0	0.99112	0.95534	0.99971	0	0	0	106073	Mfsd5	chr15
2.56	3.07	2.722	-0.348	8.2	7.36	0	0.00002	0.00004	0.98086	1	1	0	105988	Espl1	chr15
6.29	-0.476	-0.338	0.138	0	0	0	0.99908	0.99979	0.99998	0	0	0	56612	Pfdn5	chr15
4.54	0.238	0.048	-0.19	0	0	0	0.99864	0.99985	0.99931	0	0	0	60315	Myg1	chr15
4.32	0.764	0.058	-0.706	0	0	0	0.90985	0.99993	0.95362	0	0	0	223921	Aaas	chr15
7.67	-0.534	-0.444	0.09	0	0	0	0.99569	0.99831	0.99997	0	0	0	20683	Sp1	chr15
5.94	-1.741	-1.918	-0.176	-6.62	-8.18	0	0.00009	0.00002	0.99998	-1	-1	0	66151	Prr13	chr15
8.18	-0.247	-0.024	0.223	0	0	0	0.99984	0.99999	0.99993	0	0	0	18521	Pcbp2	chr15
3.5	1.867	1.608	-0.259	3.49	2.57	0	0.00415	0.01672	0.99115	1	0	0	26404	Map3k12	chr15
3.08	-0.17	-0.449	-0.279	0	0	0	0.99963	0.99646	0.99931	0	0	0	21357	Tarbp2	chr15
1.08	-0.489	0.018	0.507	0	0	0	0.90078	0.99794	0.89854	0	0	0	54615	Npff	chr15
5.02	-0.967	-0.533	0.434	0	0	0	0.58022	0.99087	0.99748	0	0	0	223922	Atf7	chr15
0.64	0.232	-0.256	-0.488	0	0	0	0.99146	0.99255	0.96291	0	0	0	67942	Atp5g2	chr15
6.54	1.032	0.834	-0.199	0.17	0	0	0.43274	0.80235	0.99926	0	0	0	67488	Calcoco1	chr15
2.89	-0.211	-0.748	-0.537	0	0	0	0.99761	0.88231	0.97824	0	0	0	71726	Smug1	chr15
5.88	0.836	0.658	-0.178	0	0	0	0.89929	0.99041	0.99997	0	0	0	12419	Cbx5	chr15
5.59	0.554	0.901	0.346	0	0	0	0.97069	0.68175	0.99533	0	0	0	15382	Hnrnpa1	chr15
5.7	-0.765	-0.646	0.119	0	0	0	0.96183	0.99228	0.99998	0	0	0	56447	Copz1	chr15
4.25	2.723	0.646	-2.077	5.97	0	-3.88	0.00017	0.90543	0.00235	1	0	0	29813	Zfp385a	chr15
6.08	2.784	2.027	-0.757	4.9	2.9	0	0.00061	0.00998	0.75287	1	1	0	16402	Itga5	chr15
0.36	-0.87	-3.131	-2.261	0	-6.29	-3.98	0.6298	0.00012	0.00207	0	-1	0	105855	Nckap1l	chr15
0.48	1.35	1.88	0.53	0.33	0.84	0	0.4007	0.2256	0.76114	0	0	0	14663	Glycam1	chr15
5.08	-0.568	-0.638	-0.07	0	0	0	0.93223	0.90095	0.99859	0	0	0	74120	Zfp263	chr16
0.03	0.481	0.207	-0.274	0	0	0	0.91447	0.98187	0.96983	0	0	0	385674	Zfp174	chr16
4.72	-1.426	-0.745	0.68	-3.1	0	0	0.00735	0.94856	0.98141	-1	0	0	71063	Zfp597	chr16
5.03	0.041	-0.227	-0.268	0	0	0	0.99999	0.99988	0.99986	0	0	0	74763	Naa60	chr16
1.07	-0.068	-0.739	-0.672	0	0	0	0.99875	0.86202	0.9093	0	0	0	73261	1700037C18Rik	chr16
4.01	0.149	-0.085	-0.235	0	0	0	0.99957	0.99982	0.9993	0	0	0	76779	Cluap1	chr16
4.14	0.35	0.383	0.033	0	0	0	0.99553	0.99462	0.99986	0	0	0	52864	Slx4	chr16
0.95	0.872	0.862	-0.01	0	0	0	0.69127	0.7111	0.99978	0	0	0	13419	Dnase1	chr16
6.8	0.233	0.166	-0.067	0	0	0	0.99989	0.99994	0.99999	0	0	0	68015	Trap1	chr16
7.34	-0.143	0.245	0.387	0	0	0	0.9999	0.99973	0.99939	0	0	0	12914	Crebbp	chr16
4.38	0.111	0.571	0.46	0	0	0	0.99986	0.98927	0.99692	0	0	0	11515	Adcy9	chr16
2.48	-0.039	0.676	0.716	0	0	0	0.99851	0.85157	0.82614	0	0	0	106393	Srl	chr16
1.77	0.132	0.812	0.679	0	0	0	0.97717	0.66427	0.76363	0	0	0	83383	Tfap4	chr16
4.84	0.219	0.809	0.59	0	0	0	0.99926	0.85594	0.98225	0	0	0	83396	Glis2	chr16
1.01	0.413	0.719	0.306	0	0	0	0.98868	0.89386	0.99455	0	0	0	66449	Pam16	chr16
4.33	-0.077	-0.305	-0.228	0	0	0	0.99998	0.99983	0.99993	0	0	0	78885	Coro7	chr16
7.94	-0.958	-0.511	0.447	0	0	0	0.61035	0.99507	0.99826	0	0	0	246154	Vasn	chr16
5.18	-0.239	-0.748	-0.509	0	0	0	0.99986	0.96405	0.99856	0	0	0	83945	Dnaja3	chr16
2.84	1.664	0.998	-0.666	2.54	0	0	0.01734	0.50348	0.88153	0	0	0	67824	Nmral1	chr16
4.67	-0.484	-0.569	-0.084	0	0	0	0.99846	0.9962	0.99998	0	0	0	15369	Hmox2	chr16
5.68	-0.686	0.026	0.712	0	0	0	0.97584	0.99999	0.97338	0	0	0	66626	Cdip1	chr16
2.05	0.618	1.646	1.028	0	2.22	0.09	0.89996	0.0288	0.46352	0	0	0	78809	4930562C15Rik	chr16
2.29	0.441	1.271	0.83	0	0.79	0	0.93697	0.22532	0.68314	0	0	0	100169865	Gm10914	NA
5.57	-0.447	-0.124	0.324	0	0	0	0.98888	0.99918	0.99697	0	0	0	207740	Ubald1	chr16
6.32	-0.288	-0.8	-0.512	0	0	0	0.99989	0.94263	0.99915	0	0	0	17237	Mgrn1	chr16
3.98	0.38	0.269	-0.111	0	0	0	0.99397	0.99778	0.99946	0	0	0	66911	Nudt16l1	chr16
4.62	-0.181	-0.041	0.14	0	0	0	0.99985	0.99998	0.99993	0	0	0	72615	Anks3	chr16
1.17	-1.275	-0.742	0.533	-0.97	0	0	0.17949	0.80215	0.94314	0	0	0	74684	4930451G09Rik	chr16
2.11	-5.753	-5.765	-0.012	-19.4	-19.49	0	0	0	0.99999	-1	-1	0	432995	Smim22	chr16
4.28	-0.687	-0.84	-0.154	0	0	0	0.97063	0.85738	0.9999	0	0	0	66049	Rogdi	chr16
7.46	-0.361	-0.391	-0.031	0	0	0	0.99981	0.99973	1	0	0	0	74022	Glyr1	chr16
