"Term","Count","Box.Office","Critic.Score"
"firefly",1,16.9,53
"firehouse",1,13.9,38
"firing",1,83.8,91
"firm",3,20.77,62.67
"firmly",1,0.2,13
"first",79,38.08,51.34
"firsthand",1,49.4,55
"fiscal",1,0.6,88
"fish",5,23.26,50.2
"fisher",4,11.32,40.75
"fisherman",5,16.74,46.4
"fishing",4,44.8,61.25
"fishman",1,6.3,41
"fissile",1,0.3,81
"fit",4,74.23,56.25
"fitness",1,114.2,70
"fits",1,43.5,77
"fitting",2,29.2,57
"fitzgerald",1,49.1,48
"five",34,30.63,53.44
"fix",1,111.5,79
"fixated",1,0.02,90
"fixation",1,1.2,0
"fixer",1,49,90
"fixing",1,33.3,79
"flag",1,33.6,73
"flagged",1,107.1,93
"flailing",1,15,27
"flair",1,50.5,62
"flaky",1,0.8,46
"flama",1,0.1,90
"flamboyant",1,60,68
"flame",5,13.5,62
"flames",1,13.6,88
"flashbacks",1,1.2,45
"flasher",1,24,51
"flatmate",1,3.3,96
"flats",1,5,82
"fled",1,26.9,31
"fledgling",5,35.16,58.2
"flee",5,10.04,52
"fleece",1,68.6,42
"fleeing",2,1.55,76.5
"flees",2,26.1,43.5
"fleet",1,65.2,34
"flemming",1,6.3,76
"flesh",5,38.42,47.8
"flicker",1,7.8,53
"flies",1,106.6,97
"flight",10,29.83,48.4
"flighty",1,3.1,40
"fling",1,52.7,49
"flint",2,76.6,45.5
"flipped",1,1.8,55
"flirt",1,3.7,35
"flirtation",1,0.8,73
"flirting",1,0.3,83
"floating",1,30.1,14
"flood",3,71.43,62
"flooding",1,0.05,69
"floods",1,28.1,63
"flop",1,19.2,51
"flops",1,1.6,63
"florentino",1,4.6,26
"florida",10,34.31,38.1
"florist",2,74.75,33.5
"floundering",1,0.04,36
"flour",1,0.05,27
"flourished",1,7.8,53
"flourishing",1,17.4,8
"flow",2,84.9,44
"flower",1,31.5,26
"flown",1,33.9,68
"floyd",1,97,68
"fluffy",1,2.8,54
"flushed",1,64.5,72
"flux",1,25.9,10
"fly",5,50.64,44.2
"flying",4,41.15,35.75
"flynn",3,0.27,49.67
"foam",1,0.8,40
"focker",3,197.37,44
"focus",4,5.01,72.5
"focused",2,0.06,58
"focuses",11,27.04,44.27
"focusing",2,20.7,56
"foe",2,103.95,51.5
"foes",2,216.85,71.5
"foeticide",1,5.4,22
"fog",1,4,27
"foggy",1,31.1,86
"foil",2,20.1,17.5
"foiled",1,31.5,91
"folk",6,7.42,59.83
"folksmen",1,17.5,88
"follow",11,32.43,48.18
"followed",2,0.29,69.5
"followers",1,0.8,42
"following",12,91.26,63.33
"follows",48,26.04,53.75
"food",13,40.73,69.38
"foodie",1,0.3,81
"foods",1,1,61
"fool",1,0.06,44
"foolproof",4,27.73,55
"fools",1,155,75
"foot",9,16.62,46.89
"footage",10,20.09,62.4
"football",27,35.13,46.52
"footed",1,1.1,17
"footsteps",2,22.45,2.5
"forbes",1,0.2,19
"forbidden",4,105.28,55
"force",30,38.66,45.77
"forced",60,64.86,47.25
"forces",52,50.5,48.6
"forcing",3,1.19,78.33
"ford",5,28.26,42.4
"foreclosure",1,110.3,29
"foreign",6,4.55,39.17
"foreman",1,0,0
"forensic",1,16.9,5
"forest",8,58.51,34.5
"forests",1,28.6,57
"forever",17,44.3,43.53
"forgets",2,66.6,35.5
"forgive",1,8.5,53
"forgiveness",2,0.25,63
"forgotten",2,35.4,70.5
"forks",1,281.3,24
"form",27,41.2,46.44
"former",81,38.03,47.31
"formidable",3,173.9,55.67
"forming",4,23.93,47.5
"forms",12,24.81,70.08
"formula",3,58.9,84.33
"fort",1,4.6,10
"forth",1,17.8,53
"fortunately",1,16.8,60
"fortune",5,56.78,35.8
"fortunes",2,100.6,90.5
"forty",3,48.97,46.33
"forward",4,71.8,44.25
"foster",6,69.54,44.17
"fought",3,41.17,82.67
"foul",1,159.6,65
"found",18,46.29,49.44
"foundation",1,6.4,89
"foundational",1,0.09,0
"foundations",1,217.5,25
"founded",1,29.5,4
"founder",3,13.34,55
"founding",1,0.3,78
"fountain",3,103.57,25
"four",63,45.33,44.68
"fourteen",1,0.1,90
"fourth",6,32.98,39.5
"fox",1,20.9,92
"fracas",1,35,68
"fractured",2,16.05,63
"fragile",1,0.1,62
"framed",9,49.86,36.44
"fran",1,15.1,12
"france",7,57.29,59.86
"franchise",1,109.8,36
"francis",1,15.3,63
"francisco",10,12.14,49.7
"franco",2,58.05,57.5
"francophile",1,31.8,46
"frank",13,46.7,58.92
"frankie",1,49.2,35
"franklin",1,37.4,67
"frannie",1,4.7,34
"frantic",3,35.67,53
"frantically",2,2.05,44
"frasier",1,48.4,15
"fraternity",3,74.91,62.33
"fraud",4,22.67,29
"fraught",2,0.58,52
"fray",2,15.7,44
"frazier",1,0.04,48
"freak",8,33.06,52.5
"freaked",1,0.7,64
"freaking",1,0.8,64
"freaky",1,110.2,88
"fred",3,75,26.67
"freda",1,0.1,84
"freddie",1,30.3,12
"freddy",3,36.53,20.67
"frederick",2,0.14,32.5
"fredricksen",1,293,98
"free",22,52.09,52.23
"freed",2,90.05,63
"freedom",13,27.12,40
"freelance",2,13.35,69
"freeman",1,0.07,63
"freeway",1,46.5,48
"freewheeling",1,0.2,69
"freezing",2,3.7,35
"freight",1,81.6,86
"french",13,45.44,46.08
"frenchman",1,8.9,37
"frenemies",1,1.2,55
"frenzy",2,17.58,27.5
"frequently",1,0.03,53
"fresh",7,25.84,35.86
"freshly",1,5.7,83
"freshman",6,16.07,47.5
"freshmen",1,4.6,5
"frida",1,25.7,76
"friday",1,110.2,88
"frieda",1,151.9,4
"friend",69,35.36,50.19
"friendless",1,71.3,84
"friends",133,47.49,49.64
"friendship",30,37.99,57.77
"friendships",1,3.8,13
"frightening",1,227.9,74
"fringes",1,0.01,45
"frodo",2,358.75,95.5
"frog",2,77.8,81.5
"front",7,83.6,41.57
"frontier",1,26.8,58
"frontiers",1,73.2,69
"frost",2,51.5,53.5
"frosty",1,6,31
"frozen",1,0.9,76
"frustrated",10,44.6,41.5
"frustrating",2,37.6,65
"frustration",1,2.7,76
"frylock",1,5.4,48
"ft",1,0.02,71
"fu",2,114.25,65
"fuegos",1,168.2,14
"fueled",3,19.13,55
"fuels",1,0.04,75
"fuentes",1,6.1,14
"fugitive",6,85.34,69
"fugitives",1,183,90
"fulfill",4,89.23,67.5
"fulfilling",1,5.2,49
"full",11,23.58,53.18
"fullest",1,18.2,27
"fully",3,10.46,33
"fun",6,36.74,46.5
"fund",3,7.35,59
"fundamental",1,0,0
"fundamentalist",1,0.03,21
"fundamentalists",1,1,58
"fundamentally",1,5,52
"funded",2,43.5,72
"funding",1,160.2,57
"fundraising",1,30.9,74
"funds",1,0.1,16
"funeral",8,15.02,48.5
"funerals",1,0.2,36
"funk",1,1.2,92
"funniest",1,7.7,71
"funny",1,13.9,18
"fuqua",1,0.08,87
"furiosa",1,149,98
"furious",1,25,1
"furloughed",1,7.8,34
"fusing",1,0.06,37
"future",49,37.7,49.18
"futuristic",6,19.33,36.17
"g",10,47.57,45.9
"gabriel",6,24.68,69.33
"gabriella",1,90.5,65
"gadget",1,50.2,22
"gadgetry",1,368,74
"gadgets",1,23.2,13
"gag",1,4.7,92
"gage",2,33,13.5
"gags",1,64.2,48
"gain",6,52.77,51.33
"gaines",1,116.6,72
"gaining",1,65.3,19
"gains",5,99.36,60.4
"gal",2,12.5,47
"galactic",1,38.1,68
"galactus",1,131.8,37
"galaxy",2,17.55,9
"galella",1,0,80
"gallerist",2,8.8,36.5
"gallian",1,4.5,4
"gallipoli",1,4.2,62
"gallows",1,170.6,86
"galore",1,0.02,25
"galvanizing",1,23,49
"gambler",3,0.2,33.67
"gambling",6,5.56,53.5
"game",36,39,45
"gamer",1,20.5,28
"gamers",1,0.5,97
"games",11,111.26,57.27
"gandalf",2,317.7,84.5
"gang",32,42.33,37.75
"gangs",3,0.68,47.67
"gangster",9,38.86,34.78
"gangsters",7,39.4,39.86
"gap",7,40.54,55.71
"garage",1,4,35
"garber",1,65.5,51
"garde",1,7.2,89
"garden",3,57.1,75
"gardener",1,1.8,85
"gardens",1,99.8,55
"garfield",3,43.97,12.33
"gargamel",2,106.8,18
"gary",1,32.7,77
"gas",1,7.5,51
"gat",1,0.4,50
"gate",1,0.05,67
"gates",1,219.9,35
"gateway",2,47.9,33
"gather",3,97.84,62.33
"gatherers",1,43.3,15
"gathering",2,53.8,65
"gathers",1,45.7,9
"gatsbyesque",1,3,24
"gave",4,8.84,34.5
"gay",13,16.76,53.46
"gays",1,8.5,7
"gaze",1,377,95
"geek",1,11.7,89
"geeks",1,37.4,71
"geeky",2,21.2,26.5
"geisha",1,57,35
"gekko",1,52.5,55
"gen",1,3.3,31
"gender",2,0.2,46
"gene",1,63.4,38
"general",9,56.73,52.67
"generate",2,17,48
"generated",1,75.6,95
"generating",1,5.5,50
"generation",4,3.68,60.25
"generational",1,0.2,40
"generations",7,12.95,54.14
"generator",1,7.8,53
"genetic",3,38.17,58.67
"genetically",5,170.32,60.6
"genetics",1,132.1,62
"genius",9,36.83,56.33
"geniuses",1,44.7,34
"genocide",1,0.06,73
"genovia",2,101.45,36
"genre",1,0.02,90
"gentle",1,87.3,85
"gentleman",3,20.27,54.33
"genuine",2,61.85,73.5
"geographic",1,1.3,96
"geometric",1,0.09,59
"george",20,19.64,62.1
"georgia",5,24.48,30.6
"georgian",1,0.02,33
"georgiana",1,13.8,61
"german",6,50.56,56.83
"germany",5,38.56,62
"gerry",1,202.4,68
"get",96,34.92,40.76
"getaway",4,17.23,75
"gets",54,38.71,46.46
"getting",12,39.26,29.33
"gettysburg",1,12.9,8
"ghetto",2,1.45,57.5
"ghost",9,31.11,26.33
"ghostface",1,38.2,59
"ghostly",1,25.9,7
"ghosts",8,23.21,43.25
"giant",8,147.38,61.75
"giants",3,25.17,48.33
"gift",8,10.85,34.38
"gifted",1,22.7,58
"gifts",1,92.9,69
"gig",2,27.95,26.5
"gigantic",1,183,90
"gilliam",1,37.8,31
"gilly",1,4.8,9
"gilmour",1,0.05,42
"ginsberg",2,0.8,69.5
"girl",124,28.12,46.94
"girlfriend",34,45.84,49.03
"girlfriends",11,64.75,37.82
"girlhood",1,69.5,44
"girls",25,26.27,45.36
"give",12,63.73,64.58
"given",17,51.2,45.88
"gives",12,46.93,45.5
"glacier",1,0.05,69
"glaciers",1,1.3,96
"gladbury",1,2.2,18
"gladiator",2,105.25,52
"glamorous",2,55.5,72
"glass",2,5.9,7
"glee",2,11.9,60
"glen",1,0.4,100
"glick",1,0.03,22
"glimpse",1,0.03,48
"glinda",1,8.5,16
"glittering",2,11.35,48
"glitz",1,5.8,86
"global",15,28.82,62.33
"globe",6,32.9,60.67
"globetrotting",1,12.4,74
"gloomy",1,22,4
"gloria",1,216.4,79
"glorious",1,0.05,27
"glory",4,37.65,56
"gloves",3,34.23,41.33
"gluing",1,257.8,96
"gm",1,0.2,70
"gnomeo",1,99.8,55
"gnomes",1,99.8,55
"go",55,53.68,41.62
"goaded",1,109.2,85
"goal",3,12.8,39.33
"goals",1,65.2,34
"goblins",1,12.4,18
"god",17,48.71,32.71
"goddess",1,26.3,46
"godless",1,0.6,38
"godparents",1,0.3,21
"gods",1,86.7,49
"goes",70,42.59,46.26
"goffman",1,0.02,71
"gogol",1,13.5,87
"going",17,72.26,41.53
"goings",1,153.2,30
"goku",1,9.4,14
"gold",9,66.6,44.78
"goldblum",1,0.06,44
"golden",3,29.38,49.33
"goldmember",1,213.1,54
"golf",3,0.86,64
"golfer",2,17.4,28.5
"golfers",1,0.04,83
"goliath",2,0.13,25.5
"gollum",1,340.5,96
"golzari",1,7.2,41
"gone",14,42.12,50.07
"gonzo",2,0.53,74.5
"goobie",1,1.1,27
"good",17,32.43,37.59
"goodnight",2,15,8
"goody",2,50.8,46
"google",1,44.7,34
"gopnik",1,9.2,89
"gordon",2,26.35,66
"gore",2,11.88,46.5
"gorgeous",1,6.8,0
"gospel",4,7.7,56.25
"gossip",1,177.6,69
"got",4,27.35,54.5
"goth",1,0,0
"gotham",3,395.53,88.67
"gotten",2,53.55,51
"governess",3,23.53,78
"government",37,52.08,46.08
"governments",1,202.4,68
"governor",2,152.75,85
"govworks",1,0.5,92
"goya",1,0.7,30
"grabeel",1,0,0
"grabs",1,5.7,59
"grace",9,10.34,56.67
"gracie",1,48.4,15
"grad",2,22.65,12.5
"grade",4,14.65,41.5
"grader",2,14.3,24
"graders",1,1.8,55
"gradual",1,0.4,62
"gradually",4,8.25,53.25
"graduate",13,18.74,42.54
"graduated",2,84.65,45.5
"graduates",2,13.7,35.5
"graduating",3,6.33,50.67
"graduation",5,115.02,36.8
"graham",5,6.6,34
"gramercy",1,1.2,55
"gran",1,148.1,79
"grand",8,72.07,41
"grandchild",1,0.9,15
"granddaughter",2,16.15,42
"granddaughters",1,4,86
"grande",2,39.35,93
"grandfather",10,11.58,34.7
"grandkids",1,77.3,18
"grandma",3,53.2,24
"grandmother",6,26.95,54.5
"grandson",6,24.75,50.33
"granduncle",1,1.5,86
"granny",1,50.8,46
"grant",7,52.13,42
"granted",3,130.3,51
"granting",1,20.9,45
"grape",1,12.7,39
"graphic",1,0.04,15
"grapple",1,0.6,47
"grasp",3,8.8,34
"grasping",1,1.3,77
"grave",2,54.6,45.5
"gray",2,11.45,59
"great",23,41.01,48.43
"greater",1,41,85
"greatest",13,63.25,63.31
"greatly",1,4.7,92
"greatness",1,0.5,34
"greece",4,25.35,60
"greed",1,0.01,14
"greek",10,99.84,49.9
"green",8,53.89,28.5
"greene",2,2.8,72.5
"greenpeace",1,20.1,73
"greenwich",1,13.2,94
"greg",5,83.3,55
"grendel",2,82.2,71
"greta",1,0.09,8
"gretel",3,21.97,8.67
"grew",4,50.33,55
"grey",2,233.8,74.5
"grief",5,13.1,43
"grieving",6,11.88,31.5
"griffin",2,15.4,26.5
"grifter",1,12.1,70
"grim",2,8.78,44
"grind",1,41,85
"grip",1,3.3,27
"grips",4,83.8,55.5
"grisha",1,0.09,10
"grisly",2,60.5,17.5
"gritty",2,0.21,53.5
"grizzlies",1,2.9,93
"grizzly",2,43.6,70.5
"groberg",1,4.4,29
"grocery",2,0.23,58
"gromit",1,56.1,95
"groom",2,26.7,49
"grooming",1,0.02,25
"grooves",1,1.2,45
"gross",1,64.2,48
"grossly",1,15.2,41
"ground",5,72.34,49
"grounds",1,2.6,77
"group",129,37.85,38.18
"grouped",1,0.02,25
"groupies",2,15.11,56.5
"groups",2,36.1,54
"grow",1,17.2,48
"grower",1,0.07,59
"growers",1,47.3,51
"growing",12,7.05,63.25
"grown",9,29.7,47.22
"grows",10,30.31,36.8
"gru",2,368,74
"grudge",1,0.3,55
"grueling",1,43.7,7
"gruesome",5,20.55,43.2
"grumpy",1,213.9,54
"grunge",1,1,75
"guantanamo",2,17.5,70.5
"guard",13,77.54,39.15
"guardian",4,25.1,40.5
"guardians",3,71.4,52.33
"guards",5,50.78,15.6
"guerilla",1,2.3,64
"guerrilla",1,448.1,87
"guerrillas",1,31.2,40
"guest",2,57.15,63.5
"guests",2,36.54,60.5
"guevara",1,16.7,84
"guggenheim",1,6.4,89
"guidance",6,70.85,43.67
"guide",6,42.61,51
"guiding",1,13.4,45
"guido",1,19.6,37
"guilt",2,3.9,54
"guilty",1,49,90
"guinea",3,51.43,63
"guinevere",1,12.3,77
"guitar",2,4.7,67
"guitarist",1,0,29
"gujarat",1,0.05,69
"gulag",1,2.7,74
"gulf",5,18.24,56.2
"gulliver",1,42.8,21
"gun",9,37.22,57.78
"gund",1,0.5,38
"gunmen",3,15.38,36.67
"gunned",1,85.8,77
"gunners",1,0.06,85
"gunrunners",1,7.3,48
"gunshot",1,6.8,21
"gunslinger",1,58.3,79
"guru",4,22.75,22.75
"gurus",1,32.2,14
"guy",49,37.73,37.61
"guys",11,19.02,43.36
"gwyneth",1,0.02,0
"gym",4,50.55,51.75
"gymnast",1,1,25
"gymnastics",1,26.9,31
"gynecologist",1,12.1,57
"h",2,30.8,40.5
"haarlem",1,0.2,73
"habit",1,2.6,90
"habits",3,22.3,40.67
"hacker",4,81.5,51
"hacks",1,6.5,94
"hadassah",1,13.4,19
"haddock",2,77.6,75
"haddonfield",2,45.75,22
"hades",1,83.6,25
"hair",2,50.1,27.5
"hairdos",1,0.09,59
"hairdresser",1,0.09,59
"haired",1,200.8,90
"hairs",1,186.6,45
"hairstyles",1,4.1,95
"hairstylist",1,36.3,37
"hal",2,58.33,35
"haley",2,26.9,31
"half",13,64.19,58.92
"hall",10,31.16,55.3
"halloween",2,30.4,18
"hallows",1,295,78
"halls",1,3.8,7
"hallucinates",2,0.17,50.5
"halvorson",1,16.9,35
"ham",1,29.9,34
"hamada",1,222.5,89
"hamas",1,0.3,78
"hamburger",1,0.2,59
"hamilton",2,30.05,26
"hamlet",1,4.8,62
"hampered",1,7.5,81
"hamptons",2,6.05,30.5
"han",1,140.1,18
"hancock",1,227.9,41
"hand",10,9.73,48.4
"handbag",1,53.4,6
"handed",2,59.9,25.5
"handful",1,0.09,93
"handicapped",3,13.67,50.33
"handle",2,72,15
"handler",1,23.2,13
"handling",1,15.7,98
"hands",16,45.64,51.38
"handsome",4,15.25,31.25
"handy",2,1.16,55.5
"handyman",1,110,25
"hang",1,1,5
"hanged",1,3.3,31
"hank",4,23.7,53.5
"hanley",1,1.6,63
"hannah",3,48.73,66.33
"hannibal",2,128.4,54
"hansel",3,21.97,8.67
"hanssen",1,33,84
"hapless",2,133.8,60
"happen",3,42.17,32
"happened",4,76.4,40
"happens",10,40.65,51.7
"happily",4,39.73,49
"happiness",7,23.8,67.43
"happy",6,28.13,39.33
"harassed",1,47.9,9
"harassment",2,9.18,50
"harbor",1,197.8,25
"harboring",1,64.4,38
"harbors",3,13.37,33.33
"hard",18,27.62,42.44
"hardened",4,65.73,74.25
"hardest",1,0.3,18
"hardship",1,13.2,1
"hardships",1,169.7,76
"hardworking",1,10.4,18
"harish",1,0.05,69
"harlem",3,35.57,74.67
"harley",1,0.07,86
"harmful",1,57.7,33
"harmless",1,134.5,19
"harmon",1,36.3,36
"harmony",3,8.17,48.67
"harold",3,130.23,58.67
"harper",1,55.8,70
"harpers",1,1,94
"harried",1,29,76
"harris",3,14.47,26.33
"harrison",2,11.89,52.5
"harrowing",1,82.3,11
"harry",14,183.3,67.36
"harsh",2,0.8,73
"hart",3,70.17,73.33
"hartley",2,6.73,23.5
"harvard",6,45.92,33.17
"harvey",4,32.35,71.5
"hasn",2,11.9,46.5
"hassan",1,15.7,66
"hasty",1,0,46
"hat",2,78,67.5
"hatch",1,43.5,77
"hatches",2,41.05,46
"hate",2,37.15,48
"hates",1,100.3,44
"hathaway",1,7.8,9
"hatred",1,40.1,91
"haughty",1,0.08,66
"haunt",5,71.66,69
"haunted",18,39.96,39.17
"haunting",5,71.8,45.2
"haunts",4,46.25,48.5
"havana",2,8.25,23.5
"haven",6,27.02,35.67
"havoc",9,150.82,50.67
"hawaii",1,103,19
"hawaiian",5,46.28,53.2
"hawke",1,0.6,100
"hayden",2,24.61,17.5
"hazzard",1,80.2,13
"head",32,43.72,42.69
"headed",4,40.1,29
"heading",1,0.04,70
"headline",1,0.09,0
"headlong",1,4.1,93
"heads",15,37.96,32.8
"headstrong",2,5,64
"heal",3,19.03,36.67
"healing",2,0.02,32.5
"health",13,49.63,54.54
"healthcare",2,37.85,82.5
"heap",1,148.2,72
"hear",3,75.37,43.67
"heard",1,18,79
"hearing",1,0.1,33
"hears",1,19.4,31
"hearst",1,3.2,75
"heart",27,52.4,45.26
"heartbreak",1,0.8,93
"heartbreaking",1,0.8,89
"hearted",2,20.17,37
"heartedly",1,1.3,77
"heartless",1,22,43
"heartrending",1,2.9,93
"hearts",2,0.2,28.5
"heartwarming",1,24.2,98
"heat",3,0.09,36.67
"heated",1,5.7,33
"heath",1,11.2,44
"heather",1,17.5,5
"heaven",2,81.64,26.5
"heavily",4,46.08,76
"heavy",1,0.05,60
"heavyweight",1,70.1,76
"hector",1,7.5,25
"hedge",1,7.9,87
"hedonistic",3,32,55.67
"heels",1,3.1,40
"heep",1,42.2,24
"heffalump",1,18,79
"heffley",1,52.7,48
"heidi",2,1.2,45
"height",2,8.77,81
"heights",2,45.65,45
"heir",5,134.3,59.2
"heiress",6,16.45,41.5
"heiresses",2,40.2,9.5
"heisman",1,9.6,61
"heist",18,40.36,56.06
"heists",3,111.77,66
"held",9,47.34,49.56
"helicopter",1,77.3,18
"helion",1,56.8,29
"hell",12,45.9,39.25
"hellblazing",1,115.8,26
"hellboy",1,75.8,86
"heller",1,0.09,10
"helms",1,0.6,100
"help",104,51.51,49.9
"helped",8,44.66,49.13
"helpful",1,29.1,11
"helping",6,89.9,42.67
"helps",16,38.95,55.69
"hemophage",1,18.3,9
"hemophages",1,18.3,9
"henderson",1,11,67
"hendrix",1,0.3,66
"henry",11,55.33,35.64
"henstridge",1,16.2,4
"herb",1,64.3,80
"hercules",2,45.75,31.5
"herder",1,87.3,85
"heretic",1,0.7,30
"heritage",4,60.78,59.75
"hermin",1,0.02,24
"hermione",1,381,96
"hermit",1,9.2,84
"hero",24,35.7,44.13
"heroes",7,205.3,65.71
"heroic",6,46.6,47.17
"heroin",3,95.06,64.67
"heron",1,86,83
"herzlinger",1,0.09,71
"herzog",2,2.95,95
"hesher",1,0.4,54
"hesitation",1,0.07,86
"hesson",1,6,31
"heterosexual",1,0.2,55
"heyborne",1,0.4,64
"hi",1,15.4,3
"hibernating",1,155,75
"hibernation",1,0.3,73
"hiccup",1,177,92
"hickock",1,1.1,73
"hidden",9,60.62,44.11
"hide",4,8.33,31.25
"hideous",1,27.9,21
"hides",3,29.13,34.33
"hiding",4,20.35,46.5
"hierarchy",1,16.3,94
"high",134,35.25,49.51
"higher",3,101.47,52
"highland",1,0.5,29
"highly",9,36.54,61.56
"highman",1,100.4,40
"highschool",1,21.7,13
"highway",3,15.59,60
"hijack",2,41.55,46
"hijacked",3,53.3,70.33
"hijacking",1,107.1,93
"hijacks",1,0,5
"hike",1,37.9,90
"hilarious",3,51.53,23.33
"hilariously",1,0.2,0
"hill",3,33.87,24.33
"hillary",1,14.4,8
"hills",5,26.06,49.6
"hint",1,6.3,8
"hip",9,12.09,51.33
"hippie",1,0.5,29
"hire",7,41.41,45.86
"hired",15,63.6,65.6
"hires",9,26.47,35.56
"hiring",1,19.4,31
"hiro",1,222.5,89
"hirohito",1,3.3,31
"historian",1,173,44
"historic",4,24.12,55.25
"historical",2,17.97,54
"histories",1,0.5,37
"history",30,50.83,59.4
"hit",27,44.37,53.59
"hitch",1,100.4,40
"hitchcock",1,6,62
"hitched",1,36.8,29
"hitchhiker",1,80.1,36
"hitchhikes",1,18.2,82
"hitchike",1,0.1,27
"hitler",1,83,62
"hitman",8,27.68,61.13
"hits",4,53.59,34.25
"hitting",1,3.4,52
"hive",1,126.6,51
"hm",1,56.2,97
"hmo",1,24.3,92
"hmong",1,148.1,79
"ho",1,24.3,12
"hobbit",2,308.4,77.5
"hobbs",1,238.7,69
"hockey",5,32,58
"hoffman",4,38.3,32.5
"hogan",1,1.8,72
"hogg",2,40.45,21.5
"hogwarts",6,300.62,85.33
"hold",9,25.23,57.44
"holder",1,7.2,40
"holding",3,31.8,44.33
"holds",11,33.61,37.55
"hole",2,25.45,59.5
"holed",2,7.53,46.5
"holes",3,110.67,77.67
"holiday",14,41.74,35.86
"holidays",3,35.33,36
"holly",1,16.2,6
"hollywood",30,18.13,53
"holmes",3,132.17,54.33
"holocaust",1,1,72
"homage",1,0.3,91
"home",119,56.27,45.11
"homecoming",2,33.65,44.5
"homeland",9,68.23,54.56
"homeless",8,36.9,53.88
"homer",2,158.05,72
"homes",7,14.93,46.29
"homestead",3,1.09,37
"homesteads",1,11.9,14
"hometown",23,22.52,39.48
"homeworld",1,43.1,37
"homicidal",1,21.1,63
"homicide",8,31.23,49.25
"homing",1,19.4,31
"honcho",1,23,6
"honduran",1,2.4,89
"honest",1,2.9,45
"honey",3,94.47,41
"honeymoon",4,13.15,37.5
"hong",5,58.06,45
"honolulu",1,33.9,68
"honor",6,41.12,40.67
"honoring",2,16.45,7.5
"hood",2,8.45,15
"hoods",1,10.1,11
"hook",4,26.35,56.25
"hooks",2,12.01,45.5
"hooky",1,0.05,58
"hooliganism",1,0.1,47
"hoover",2,26.95,37
"hop",9,12.09,51.33
"hope",13,27.74,51.15
"hopeful",3,29.47,60
"hopeless",1,37,49
"hopes",10,27,46.1
"hoping",7,23.1,35.43
"hopkins",1,0.04,50
"horcruxes",2,338,87
"horde",1,0,0
"hordes",1,340.5,96
"horizon",1,0.01,90
"horizons",1,24,63
"horizonte",1,0.4,26
"horn",1,23.5,64
"horrible",1,17.2,48
"horribly",4,125.08,56.5
"horrific",8,10.65,24
"horrified",1,54.2,24
"horrifying",3,14.37,22.33
"horror",11,14.27,52
"horrors",2,30.45,29
"horse",6,45.37,63
"horses",2,2.3,44.5
"horton",1,154.4,79
"hospice",1,47.7,38
"hospital",14,27.53,46.29
"host",14,39.33,57.21
"hostage",13,53.23,50.38
"hostel",1,17.5,44
"hostetler",1,19.7,28
"hostile",2,4.08,45
"hosts",2,34.2,38.5
"hot",8,46.74,32.5
"hotel",22,34,48.73
"hotshot",2,2.9,33.5
"hottest",2,74,7
"hounded",1,68.6,39
"hour",8,51.96,50.75
"hours",12,64.74,55.17
"house",60,42.82,45.03
"housed",2,15.85,72
"houseflies",1,13.6,19
"houseguest",1,75.6,21
"household",3,1.37,36
"households",1,0.7,52
"houses",1,33,25
"housewife",4,16.99,65.5
"housing",3,6.2,53.33
"howard",3,34.67,43
"however",19,85.76,41.84
"huge",5,67.11,32.8
"hugely",1,0.3,52
"huggy",1,88.2,63
"hughes",1,102.6,87
"huguenard",1,2.9,93
"human",40,53.79,51.93
"humanity",11,157.15,64.09
"humankind",7,53.03,56
"humanly",1,7.5,81
"humanoid",1,126.5,73
"humans",11,88.05,58.45
"humble",6,53.15,55.5
"humboldt",1,7.5,52
"humbugs",1,2.8,0
"hume",2,9.5,20
"humiliating",2,80.55,77.5
"humiliation",1,1.2,55
"humor",1,0.01,4
"humorous",1,7.3,48
"hunchbacked",1,19.4,36
"hundred",4,44.25,76
"hundreds",7,32.56,54.14
"hungarian",1,16.2,4
"hunger",4,209.55,77.75
"hungry",1,115.8,26
"hunt",15,74.76,55.67
"hunted",6,56.43,45.33
"hunter",15,58.83,43.13
"hunters",4,48.79,33
"hunting",10,14.09,41.2
"hunts",6,13.28,56.83
"huntsman",2,103.3,63.5
"hurled",1,28,75
"hurls",1,0.01,45
"hurrah",1,3.3,38
"hurricanes",1,0.05,69
"hurt",2,0.05,62.5
"hurtled",2,128.25,67.5
"hurtling",1,7,88
"hurts",1,7.7,71
"husband",61,18.24,48.11
"husbands",6,27.8,32
"hushpuppy",1,12.8,86
"hussein",1,0.06,85
"hustle",1,0.01,45
"hustler",4,15.15,39.75
"hustling",1,8.7,76
"hutcherson",1,13.9,38
"huttinger",1,42.7,20
"hutu",1,23.5,90
"hybrid",1,17,74
"hybrids",1,119.8,70
"hyde",1,122.4,26
"hyderabad",1,0.3,50
"hydro",1,0.5,29
"hydroelectric",1,0.3,85
"hyper",1,7.5,33
"hyperion",1,83.5,35
"hypnotherapist",1,2.3,68
"hypnotist",1,6.8,45
"hypnotized",1,6.8,45
"hysterical",1,3.4,6
"iambic",1,0.2,52
"ian",2,25.8,85
"ibelin",1,47.3,39
"ice",12,113.17,57.67
"iceberg",1,161.3,37
"iceland",1,0.7,80
"icon",4,0.71,59.5
"iconic",6,18.04,62.5
"icons",2,0.95,52.5
"id",2,62.22,39.5
"idaho",1,4.4,29
"idea",18,54.33,50.44
"ideal",2,24.75,30.5
"idealist",3,19.37,64.67
